fc_oper;channel;amount;operations_number;category_name
200411;Offline;992081.94;45391;Farmacias, Ópticas y Ortopedias
200411;Online;106402.49;1136;Bricolaje y Jardinería
200411;Offline;2182.39;33;Bar y Discotecas
200412;Online;34314.75;3439;Contenidos digitales y media
200412;Offline;1959.43;37;Mantenimiento y Reparaciones Auto
200412;Offline;77993.68;4844;Gaming
200412;Online;85711.25;1033;Bricolaje y Jardinería
200412;Offline;28373.87;2399;Contenidos digitales y media
200412;Online;31791.89;337;Mantenimiento y Reparaciones Auto
200412;Online;104394.39;7284;Gaming
200412;Online;398.30;10;Bar y Discotecas
200412;Online;4387.01;111;Combustible y Recarga
200412;Online;1212699.83;27754;Supermercados y Pequeño Comercio
200412;Online;23392.27;73;Alojamiento
200412;Offline;2170.30;22;Peluquería y Barbería
200412;Offline;302724.72;13499;Combustible y Recarga
200412;Offline;9099.11;312;Bricolaje y Jardinería
200412;Offline;17429.31;129;Alojamiento
200412;Offline;1479960.24;76776;Supermercados y Pequeño Comercio
200412;Online;65613.74;1190;Farmacias, Ópticas y Ortopedias
200412;Offline;323.70;19;Bar y Discotecas
200412;Offline;240453.25;14327;Restaurantes y Cafeterías
200412;Offline;163497.15;7912;Farmacias, Ópticas y Ortopedias
200412;Online;1080.73;18;Tabaco, Alcohol y Otros
200412;Online;11145.92;201;Peluquería y Barbería
200412;Offline;83460.14;4089;Tabaco, Alcohol y Otros
200412;Online;40020.54;1603;Restaurantes y Cafeterías
200413;Offline;27754.87;2319;Contenidos digitales y media
200413;Online;58567.75;544;Mantenimiento y Reparaciones Auto
200413;Offline;71745.98;4529;Gaming
200413;Offline;354834.95;13767;Tabaco, Alcohol y Otros
200413;Online;32295.71;3098;Contenidos digitales y media
200413;Offline;89120.36;678;Mantenimiento y Reparaciones Auto
200413;Online;97019.54;6033;Gaming
200413;Offline;193946.57;12476;Restaurantes y Cafeterías
200413;Offline;631996.73;21655;Combustible y Recarga
200413;Offline;5938794.91;177966;Supermercados y Pequeño Comercio
200413;Online;30396.46;122;Alojamiento
200413;Online;103649.06;1643;Farmacias, Ópticas y Ortopedias
200413;Online;12910.06;227;Combustible y Recarga
200413;Online;1893.70;36;Tabaco, Alcohol y Otros
200413;Offline;24731.65;197;Alojamiento
200413;Online;2267050.86;50360;Supermercados y Pequeño Comercio
200413;Offline;5736.45;83;Peluquería y Barbería
200413;Online;31631.43;1231;Restaurantes y Cafeterías
200413;Online;181533.25;1805;Bricolaje y Jardinería
200413;Online;17938.48;294;Peluquería y Barbería
200413;Offline;163681.39;2666;Bricolaje y Jardinería
200413;Offline;541801.59;24272;Farmacias, Ópticas y Ortopedias
200413;Online;673.80;11;Bar y Discotecas
200413;Offline;184.58;19;Bar y Discotecas
200414;Offline;30680.77;2607;Contenidos digitales y media
200414;Offline;301712.28;1982;Mantenimiento y Reparaciones Auto
200414;Online;43219.59;159;Alojamiento
200414;Online;278226.20;2586;Bricolaje y Jardinería
200414;Online;29098.05;2818;Contenidos digitales y media
200414;Online;68067.73;672;Mantenimiento y Reparaciones Auto
200414;Online;90415.43;6018;Gaming
200414;Offline;466210.25;7433;Bricolaje y Jardinería
200414;Online;23612.34;340;Combustible y Recarga
200414;Online;2988107.00;62693;Supermercados y Pequeño Comercio
200414;Offline;26978.78;241;Alojamiento
200414;Online;112721.15;1815;Farmacias, Ópticas y Ortopedias
200414;Offline;1120045.00;33561;Combustible y Recarga
200414;Offline;995.41;25;Bar y Discotecas
200414;Offline;74987.79;4401;Gaming
200414;Offline;17377085.18;438731;Supermercados y Pequeño Comercio
200414;Offline;1409996.54;61683;Farmacias, Ópticas y Ortopedias
200414;Online;593.97;14;Bar y Discotecas
200414;Offline;193854.97;15413;Restaurantes y Cafeterías
200414;Offline;11976.20;235;Peluquería y Barbería
200414;Online;6584.40;54;Tabaco, Alcohol y Otros
200414;Online;18965.80;329;Peluquería y Barbería
200414;Offline;1047220.25;38970;Tabaco, Alcohol y Otros
200414;Online;27613.45;1155;Restaurantes y Cafeterías
200415;Offline;28836.67;2234;Contenidos digitales y media
200415;Offline;297980.87;1922;Mantenimiento y Reparaciones Auto
200415;Offline;71555.86;4451;Gaming
200415;Online;3050.66;45;Tabaco, Alcohol y Otros
200415;Online;31564.53;2978;Contenidos digitales y media
200415;Online;72622.97;663;Mantenimiento y Reparaciones Auto
200415;Online;78515.73;120;Alojamiento
200415;Offline;774090.44;28970;Tabaco, Alcohol y Otros
200415;Online;20309.51;327;Combustible y Recarga
200415;Offline;16013470.03;398128;Supermercados y Pequeño Comercio
200415;Offline;25132.28;237;Alojamiento
200415;Online;20939.90;328;Peluquería y Barbería
200415;Offline;1019507.55;29733;Combustible y Recarga
200415;Offline;209856.82;15272;Restaurantes y Cafeterías
200415;Online;89753.39;6113;Gaming
200415;Online;2937151.01;61619;Supermercados y Pequeño Comercio
200415;Online;104069.99;1705;Farmacias, Ópticas y Ortopedias
200415;Online;31411.09;1093;Restaurantes y Cafeterías
200415;Online;283014.62;2442;Bricolaje y Jardinería
200415;Offline;8389.89;208;Peluquería y Barbería
200415;Online;411.28;16;Bar y Discotecas
200415;Offline;1238094.95;53084;Farmacias, Ópticas y Ortopedias
200415;Offline;1075.50;30;Bar y Discotecas
200415;Offline;406660.28;6770;Bricolaje y Jardinería
200416;Offline;25459.34;2011;Contenidos digitales y media
200416;Offline;311374.74;1923;Mantenimiento y Reparaciones Auto
200416;Offline;20563.00;226;Alojamiento
200416;Online;356.94;16;Bar y Discotecas
200416;Online;33054.90;3071;Contenidos digitales y media
200416;Online;75367.32;666;Mantenimiento y Reparaciones Auto
200416;Online;86735.66;5277;Gaming
200416;Online;262846.88;2519;Bricolaje y Jardinería
200416;Offline;1023286.77;31011;Combustible y Recarga
200416;Online;2641800.18;55448;Supermercados y Pequeño Comercio
200416;Offline;68103.54;4374;Gaming
200416;Offline;9397.35;240;Peluquería y Barbería
200416;Online;24472.02;327;Combustible y Recarga
200416;Offline;2214.11;26;Bar y Discotecas
200416;Online;63432.71;108;Alojamiento
200416;Offline;16472577.18;412651;Supermercados y Pequeño Comercio
200416;Offline;1289313.29;54892;Farmacias, Ópticas y Ortopedias
200416;Offline;476826.87;7570;Bricolaje y Jardinería
200416;Online;3796.17;43;Tabaco, Alcohol y Otros
200416;Online;105643.07;1746;Farmacias, Ópticas y Ortopedias
200416;Offline;216291.24;16160;Restaurantes y Cafeterías
200416;Online;20024.01;332;Peluquería y Barbería
200416;Offline;820723.22;30303;Tabaco, Alcohol y Otros
200416;Online;31444.12;1267;Restaurantes y Cafeterías
200417;Online;31237.25;3089;Contenidos digitales y media
200417;Offline;406132.32;2316;Mantenimiento y Reparaciones Auto
200417;Online;99639.75;6405;Gaming
200417;Offline;322665.27;20273;Restaurantes y Cafeterías
200417;Offline;25832.50;2052;Contenidos digitales y media
200417;Online;65656.74;603;Mantenimiento y Reparaciones Auto
200417;Online;49234.42;138;Alojamiento
200417;Offline;950856.60;34686;Tabaco, Alcohol y Otros
200417;Offline;1041156.89;32171;Combustible y Recarga
200417;Offline;18876873.54;474357;Supermercados y Pequeño Comercio
200417;Offline;79237.87;4733;Gaming
200417;Online;89698.27;1493;Farmacias, Ópticas y Ortopedias
200417;Online;18731.37;326;Combustible y Recarga
200417;Online;53274.99;1984;Restaurantes y Cafeterías
200417;Offline;21072.49;235;Alojamiento
200417;Online;2559222.79;52319;Supermercados y Pequeño Comercio
200417;Online;19459.79;307;Peluquería y Barbería
200417;Online;2292.92;27;Tabaco, Alcohol y Otros
200417;Offline;1182.45;41;Bar y Discotecas
200417;Offline;1358573.95;57936;Farmacias, Ópticas y Ortopedias
200417;Online;245286.92;2452;Bricolaje y Jardinería
200417;Offline;9459.36;263;Peluquería y Barbería
200417;Offline;543799.92;8737;Bricolaje y Jardinería
200417;Online;161.70;11;Bar y Discotecas
200418;Offline;26054.89;1925;Contenidos digitales y media
200418;Online;34651.13;383;Mantenimiento y Reparaciones Auto
200418;Online;92342.87;6566;Gaming
200418;Offline;214879.85;5206;Bricolaje y Jardinería
200418;Online;35217.59;3373;Contenidos digitales y media
200418;Offline;42770.71;321;Mantenimiento y Reparaciones Auto
200418;Offline;15675.75;202;Alojamiento
200418;Offline;422.85;24;Bar y Discotecas
200418;Offline;556964.36;21181;Combustible y Recarga
200418;Online;1564658.13;33593;Supermercados y Pequeño Comercio
200418;Offline;74151.35;4748;Gaming
200418;Offline;937193.79;41956;Farmacias, Ópticas y Ortopedias
200418;Online;8620.00;180;Combustible y Recarga
200418;Online;185700.83;2113;Bricolaje y Jardinería
200418;Online;26538.47;78;Alojamiento
200418;Offline;17773638.26;487961;Supermercados y Pequeño Comercio
200418;Offline;5828.14;174;Peluquería y Barbería
200418;Online;262.80;16;Bar y Discotecas
200418;Online;51308.67;1972;Restaurantes y Cafeterías
200418;Online;67591.46;1183;Farmacias, Ópticas y Ortopedias
200418;Online;649.72;13;Tabaco, Alcohol y Otros
200418;Online;13940.85;244;Peluquería y Barbería
200418;Offline;804961.07;30548;Tabaco, Alcohol y Otros
200418;Offline;349611.30;21107;Restaurantes y Cafeterías
200419;Offline;25448.27;2152;Contenidos digitales y media
200419;Online;36955.68;402;Mantenimiento y Reparaciones Auto
200419;Offline;19256.20;150;Alojamiento
200419;Offline;205099.85;12958;Restaurantes y Cafeterías
200419;Online;28225.69;3177;Contenidos digitales y media
200419;Offline;1563.92;24;Mantenimiento y Reparaciones Auto
200419;Online;21264.62;74;Alojamiento
200419;Online;1320.34;21;Tabaco, Alcohol y Otros
200419;Online;5559.46;111;Combustible y Recarga
200419;Offline;1217969.43;64635;Supermercados y Pequeño Comercio
200419;Offline;68085.32;4447;Gaming
200419;Offline;898.82;30;Peluquería y Barbería
200419;Offline;295730.80;12613;Combustible y Recarga
200419;Online;44914.79;1698;Restaurantes y Cafeterías
200419;Online;89358.10;6580;Gaming
200419;Online;1545534.34;36102;Supermercados y Pequeño Comercio
200419;Online;16758.98;264;Peluquería y Barbería
200419;Offline;80926.32;4027;Tabaco, Alcohol y Otros
200419;Offline;11870.45;317;Bricolaje y Jardinería
200419;Offline;131699.56;6460;Farmacias, Ópticas y Ortopedias
200419;Online;150.24;15;Bar y Discotecas
200419;Online;73273.53;1279;Farmacias, Ópticas y Ortopedias
200419;Online;109953.47;1686;Bricolaje y Jardinería
200419;Offline;300.91;19;Bar y Discotecas
200420;Offline;23554.76;2026;Contenidos digitales y media
200420;Offline;279653.41;1799;Mantenimiento y Reparaciones Auto
200420;Online;76505.43;5071;Gaming
200420;Online;435.09;11;Bar y Discotecas
200420;Online;29992.63;2951;Contenidos digitales y media
200420;Online;91468.91;765;Mantenimiento y Reparaciones Auto
200420;Online;51265.57;153;Alojamiento
200420;Offline;310.38;25;Bar y Discotecas
200420;Offline;988418.89;30399;Combustible y Recarga
200420;Online;2968251.47;64513;Supermercados y Pequeño Comercio
200420;Offline;28398.20;237;Alojamiento
200420;Offline;8131.63;185;Peluquería y Barbería
200420;Online;21245.90;325;Combustible y Recarga
200420;Online;334499.58;3805;Bricolaje y Jardinería
200420;Offline;60006.05;4020;Gaming
200420;Offline;10663533.24;305370;Supermercados y Pequeño Comercio
200420;Online;99617.18;1738;Farmacias, Ópticas y Ortopedias
200420;Offline;483548.06;7312;Bricolaje y Jardinería
200420;Offline;157112.97;13659;Restaurantes y Cafeterías
200420;Online;23949.62;377;Peluquería y Barbería
200420;Offline;750011.69;30446;Tabaco, Alcohol y Otros
200420;Offline;1015345.84;47302;Farmacias, Ópticas y Ortopedias
200420;Online;29383.44;1168;Restaurantes y Cafeterías
200420;Online;3429.21;53;Tabaco, Alcohol y Otros
200421;Offline;22807.43;1979;Contenidos digitales y media
200421;Offline;327423.64;2065;Mantenimiento y Reparaciones Auto
200421;Online;84707.63;5647;Gaming
200421;Online;30894.51;1186;Restaurantes y Cafeterías
200421;Online;31181.56;2877;Contenidos digitales y media
200421;Online;73518.86;706;Mantenimiento y Reparaciones Auto
200421;Online;30050.63;122;Alojamiento
200421;Offline;758865.49;29124;Tabaco, Alcohol y Otros
200421;Online;21764.12;327;Combustible y Recarga
200421;Online;2894793.44;62111;Supermercados y Pequeño Comercio
200421;Offline;19448.17;210;Alojamiento
200421;Online;99641.71;1708;Farmacias, Ópticas y Ortopedias
200421;Offline;1011394.06;30155;Combustible y Recarga
200421;Offline;179761.34;14231;Restaurantes y Cafeterías
200421;Offline;58972.23;3907;Gaming
200421;Offline;13426029.53;350207;Supermercados y Pequeño Comercio
200421;Offline;1097228.79;49203;Farmacias, Ópticas y Ortopedias
200421;Online;3323.55;43;Tabaco, Alcohol y Otros
200421;Offline;515660.48;7648;Bricolaje y Jardinería
200421;Offline;10189.71;218;Peluquería y Barbería
200421;Online;587.07;24;Bar y Discotecas
200421;Online;20520.63;332;Peluquería y Barbería
200421;Offline;959.68;38;Bar y Discotecas
200421;Online;312831.52;3491;Bricolaje y Jardinería
200422;Offline;26349.15;2259;Contenidos digitales y media
200422;Online;79747.58;664;Mantenimiento y Reparaciones Auto
200422;Online;38765.52;144;Alojamiento
200422;Offline;1037.66;24;Bar y Discotecas
200422;Online;33319.69;2979;Contenidos digitales y media
200422;Offline;335269.07;1991;Mantenimiento y Reparaciones Auto
200422;Offline;75803.26;4864;Gaming
200422;Online;289431.00;3069;Bricolaje y Jardinería
200422;Offline;1047351.18;32023;Combustible y Recarga
200422;Online;2707817.84;58565;Supermercados y Pequeño Comercio
200422;Online;93198.21;6396;Gaming
200422;Offline;1250327.06;56850;Farmacias, Ópticas y Ortopedias
200422;Online;18414.61;340;Combustible y Recarga
200422;Offline;496520.24;8397;Bricolaje y Jardinería
200422;Offline;24962.25;274;Alojamiento
200422;Offline;14935654.54;400025;Supermercados y Pequeño Comercio
200422;Online;109836.47;1816;Farmacias, Ópticas y Ortopedias
200422;Online;620.55;15;Bar y Discotecas
200422;Online;3622.85;34;Tabaco, Alcohol y Otros
200422;Online;26342.36;390;Peluquería y Barbería
200422;Online;34516.84;1257;Restaurantes y Cafeterías
200422;Offline;8919.16;256;Peluquería y Barbería
200422;Offline;212766.71;16989;Restaurantes y Cafeterías
200422;Offline;819477.29;31288;Tabaco, Alcohol y Otros
200423;Offline;21810.13;1853;Contenidos digitales y media
200423;Online;71503.90;657;Mantenimiento y Reparaciones Auto
200423;Online;28991.73;137;Alojamiento
200423;Offline;773524.63;29461;Tabaco, Alcohol y Otros
200423;Online;32568.63;3114;Contenidos digitales y media
200423;Offline;342545.45;2040;Mantenimiento y Reparaciones Auto
200423;Offline;68426.38;4158;Gaming
200423;Offline;288194.75;20026;Restaurantes y Cafeterías
200423;Online;19263.01;328;Combustible y Recarga
200423;Online;2659496.55;56951;Supermercados y Pequeño Comercio
200423;Offline;25738.29;248;Alojamiento
200423;Online;96482.29;1610;Farmacias, Ópticas y Ortopedias
200423;Offline;1056446.94;33259;Combustible y Recarga
200423;Online;38115.77;1467;Restaurantes y Cafeterías
200423;Online;86214.90;4993;Gaming
200423;Offline;14947210.82;400892;Supermercados y Pequeño Comercio
200423;Offline;1163360.91;52325;Farmacias, Ópticas y Ortopedias
200423;Online;3919.65;25;Tabaco, Alcohol y Otros
200423;Offline;539307.17;9701;Bricolaje y Jardinería
200423;Offline;9172.59;272;Peluquería y Barbería
200423;Offline;640.67;40;Bar y Discotecas
200423;Online;20507.16;320;Peluquería y Barbería
200423;Online;75.32;9;Bar y Discotecas
200423;Online;277594.25;2895;Bricolaje y Jardinería
200424;Offline;21199.59;1752;Contenidos digitales y media
200424;Online;63510.05;525;Mantenimiento y Reparaciones Auto
200424;Online;95612.76;5807;Gaming
200424;Online;276794.47;2707;Bricolaje y Jardinería
200424;Online;27612.43;3036;Contenidos digitales y media
200424;Offline;415026.67;2501;Mantenimiento y Reparaciones Auto
200424;Offline;86043.70;4906;Gaming
200424;Online;321.22;13;Bar y Discotecas
200424;Offline;1109402.66;35690;Combustible y Recarga
200424;Online;2403252.31;49478;Supermercados y Pequeño Comercio
200424;Offline;30347.95;289;Alojamiento
200424;Online;90789.51;1482;Farmacias, Ópticas y Ortopedias
200424;Online;19552.58;367;Combustible y Recarga
200424;Offline;612260.72;10603;Bricolaje y Jardinería
200424;Online;35743.12;144;Alojamiento
200424;Offline;18748919.55;485850;Supermercados y Pequeño Comercio
200424;Online;22888.44;320;Peluquería y Barbería
200424;Offline;926.66;43;Bar y Discotecas
200424;Online;60425.63;2180;Restaurantes y Cafeterías
200424;Offline;1329969.40;59362;Farmacias, Ópticas y Ortopedias
200424;Online;1623.67;28;Tabaco, Alcohol y Otros
200424;Offline;12691.94;292;Peluquería y Barbería
200424;Offline;375005.57;22336;Restaurantes y Cafeterías
200424;Offline;958720.75;35792;Tabaco, Alcohol y Otros
200425;Offline;23048.77;1946;Contenidos digitales y media
200425;Offline;51728.70;369;Mantenimiento y Reparaciones Auto
200425;Online;31516.12;85;Alojamiento
200425;Online;1193.16;21;Tabaco, Alcohol y Otros
200425;Online;28828.27;3184;Contenidos digitales y media
200425;Online;46221.31;430;Mantenimiento y Reparaciones Auto
200425;Online;83975.05;5995;Gaming
200425;Offline;402231.57;23467;Restaurantes y Cafeterías
200425;Offline;623776.71;23539;Combustible y Recarga
200425;Offline;17805455.63;500618;Supermercados y Pequeño Comercio
200425;Offline;17310.79;191;Alojamiento
200425;Online;15002.72;245;Peluquería y Barbería
200425;Online;6495.18;171;Combustible y Recarga
200425;Offline;802461.12;30601;Tabaco, Alcohol y Otros
200425;Offline;79312.53;4916;Gaming
200425;Online;1573615.31;34258;Supermercados y Pequeño Comercio
200425;Online;71273.86;1265;Farmacias, Ópticas y Ortopedias
200425;Online;61955.42;2246;Restaurantes y Cafeterías
200425;Online;260.82;14;Bar y Discotecas
200425;Offline;909199.82;42556;Farmacias, Ópticas y Ortopedias
200425;Offline;247212.89;6101;Bricolaje y Jardinería
200425;Offline;4767.03;193;Peluquería y Barbería
200425;Offline;1071.55;42;Bar y Discotecas
200425;Online;196618.61;2234;Bricolaje y Jardinería
200426;Offline;23309.04;2042;Contenidos digitales y media
200426;Offline;1985.27;33;Mantenimiento y Reparaciones Auto
200426;Online;31241.04;103;Alojamiento
200426;Online;814.70;16;Bar y Discotecas
200426;Online;27689.36;2961;Contenidos digitales y media
200426;Online;42946.87;479;Mantenimiento y Reparaciones Auto
200426;Offline;12803.39;178;Alojamiento
200426;Online;129178.40;1811;Bricolaje y Jardinería
200426;Online;4819.77;123;Combustible y Recarga
200426;Online;1651905.51;40025;Supermercados y Pequeño Comercio
200426;Offline;65979.38;4337;Gaming
200426;Offline;169474.17;8640;Farmacias, Ópticas y Ortopedias
200426;Offline;355055.26;15842;Combustible y Recarga
200426;Offline;925.45;34;Bar y Discotecas
200426;Online;78690.11;5328;Gaming
200426;Offline;1411406.24;84066;Supermercados y Pequeño Comercio
200426;Online;78098.63;1365;Farmacias, Ópticas y Ortopedias
200426;Offline;17106.52;504;Bricolaje y Jardinería
200426;Offline;284875.06;17824;Restaurantes y Cafeterías
200426;Online;19290.49;294;Peluquería y Barbería
200426;Offline;97297.76;4919;Tabaco, Alcohol y Otros
200426;Offline;410.30;21;Peluquería y Barbería
200426;Online;50531.44;1979;Restaurantes y Cafeterías
200426;Online;2420.21;15;Tabaco, Alcohol y Otros
200427;Offline;25363.09;2246;Contenidos digitales y media
200427;Offline;343651.02;2258;Mantenimiento y Reparaciones Auto
200427;Offline;29833.58;275;Alojamiento
200427;Online;3026.36;45;Tabaco, Alcohol y Otros
200427;Online;28664.74;2569;Contenidos digitales y media
200427;Online;97260.04;857;Mantenimiento y Reparaciones Auto
200427;Offline;61866.85;3856;Gaming
200427;Online;34134.67;1263;Restaurantes y Cafeterías
200427;Online;18567.97;364;Combustible y Recarga
200427;Online;3096957.97;66104;Supermercados y Pequeño Comercio
200427;Online;55043.18;155;Alojamiento
200427;Online;112342.43;1889;Farmacias, Ópticas y Ortopedias
200427;Offline;1138493.13;35142;Combustible y Recarga
200427;Offline;177645.86;15904;Restaurantes y Cafeterías
200427;Online;76612.05;4577;Gaming
200427;Offline;11430614.33;344045;Supermercados y Pequeño Comercio
200427;Online;27028.16;379;Peluquería y Barbería
200427;Offline;847292.68;34357;Tabaco, Alcohol y Otros
200427;Offline;1454.71;33;Bar y Discotecas
200427;Offline;9141.36;214;Peluquería y Barbería
200427;Online;372322.74;3865;Bricolaje y Jardinería
200427;Offline;1173998.01;54439;Farmacias, Ópticas y Ortopedias
200427;Online;979.95;10;Bar y Discotecas
200427;Offline;635628.52;10068;Bricolaje y Jardinería
200428;Offline;27149.64;2016;Contenidos digitales y media
200428;Offline;395978.48;2477;Mantenimiento y Reparaciones Auto
200428;Offline;69053.58;3984;Gaming
200428;Online;442.57;23;Bar y Discotecas
200428;Online;30438.51;2909;Contenidos digitales y media
200428;Online;87545.35;757;Mantenimiento y Reparaciones Auto
200428;Offline;19906.63;261;Alojamiento
200428;Offline;633765.10;10083;Bricolaje y Jardinería
200428;Online;25676.93;396;Combustible y Recarga
200428;Offline;14179506.78;395516;Supermercados y Pequeño Comercio
200428;Online;85977.02;5290;Gaming
200428;Online;26220.40;395;Peluquería y Barbería
200428;Offline;1137087.78;34712;Combustible y Recarga
200428;Offline;877.65;39;Bar y Discotecas
200428;Online;54885.95;183;Alojamiento
200428;Online;1344911.73;22616;Supermercados y Pequeño Comercio
200428;Offline;14701.26;314;Peluquería y Barbería
200428;Online;352412.57;3706;Bricolaje y Jardinería
200428;Online;38481.04;1432;Restaurantes y Cafeterías
200428;Online;119530.44;2018;Farmacias, Ópticas y Ortopedias
200428;Online;3502.99;46;Tabaco, Alcohol y Otros
200428;Offline;1195559.25;54533;Farmacias, Ópticas y Ortopedias
200428;Offline;221993.06;17865;Restaurantes y Cafeterías
200428;Offline;797654.78;30828;Tabaco, Alcohol y Otros
200429;Online;30091.63;3062;Contenidos digitales y media
200429;Online;100180.80;734;Mantenimiento y Reparaciones Auto
200429;Online;76076.57;211;Alojamiento
200429;Offline;839592.79;32008;Tabaco, Alcohol y Otros
200429;Offline;21718.20;1664;Contenidos digitales y media
200429;Offline;415928.46;2640;Mantenimiento y Reparaciones Auto
200429;Offline;34649.63;310;Alojamiento
200429;Offline;248444.11;19133;Restaurantes y Cafeterías
200429;Offline;1160660.83;36638;Combustible y Recarga
200429;Offline;15832873.78;423472;Supermercados y Pequeño Comercio
200429;Online;86693.77;6011;Gaming
200429;Offline;15408.91;328;Peluquería y Barbería
200429;Online;15923.44;345;Combustible y Recarga
200429;Online;3160.94;45;Tabaco, Alcohol y Otros
200429;Offline;56708.84;3582;Gaming
200429;Online;1586041.51;27553;Supermercados y Pequeño Comercio
200429;Online;121499.64;1939;Farmacias, Ópticas y Ortopedias
200429;Online;43498.15;1558;Restaurantes y Cafeterías
200429;Offline;854.81;44;Bar y Discotecas
200429;Online;34192.65;504;Peluquería y Barbería
200429;Online;356452.63;3811;Bricolaje y Jardinería
200429;Offline;1254260.00;56207;Farmacias, Ópticas y Ortopedias
200429;Offline;644503.85;10864;Bricolaje y Jardinería
200429;Online;282.52;13;Bar y Discotecas
200430;Online;42900.14;4143;Contenidos digitales y media
200430;Online;93777.34;676;Mantenimiento y Reparaciones Auto
200430;Online;75523.54;217;Alojamiento
200430;Offline;812732.47;13384;Bricolaje y Jardinería
200430;Offline;57249.21;6336;Contenidos digitales y media
200430;Offline;570438.61;3248;Mantenimiento y Reparaciones Auto
200430;Offline;45376.03;346;Alojamiento
200430;Online;331.27;21;Bar y Discotecas
200430;Online;31458.37;470;Combustible y Recarga
200430;Offline;21771264.71;563725;Supermercados y Pequeño Comercio
200430;Online;97878.29;6085;Gaming
200430;Offline;1448796.25;64117;Farmacias, Ópticas y Ortopedias
200430;Offline;1285672.97;41708;Combustible y Recarga
200430;Offline;1796.48;48;Bar y Discotecas
200430;Offline;67702.09;4339;Gaming
200430;Online;2931378.29;58481;Supermercados y Pequeño Comercio
200430;Online;105240.71;1691;Farmacias, Ópticas y Ortopedias
200430;Online;298215.65;3260;Bricolaje y Jardinería
200430;Online;58554.38;2096;Restaurantes y Cafeterías
200430;Offline;25461.08;482;Peluquería y Barbería
200430;Online;3214.99;38;Tabaco, Alcohol y Otros
200430;Online;28696.45;406;Peluquería y Barbería
200430;Offline;1158543.62;42439;Tabaco, Alcohol y Otros
200430;Offline;394540.58;24134;Restaurantes y Cafeterías
200501;Online;39542.93;4264;Contenidos digitales y media
200501;Offline;26039.15;134;Mantenimiento y Reparaciones Auto
200501;Online;67380.88;203;Alojamiento
200501;Offline;125393.39;5961;Tabaco, Alcohol y Otros
200501;Offline;51173.16;5416;Contenidos digitales y media
200501;Online;52677.08;507;Mantenimiento y Reparaciones Auto
200501;Online;112393.86;7285;Gaming
200501;Online;74137.00;2659;Restaurantes y Cafeterías
200501;Offline;483399.98;21082;Combustible y Recarga
200501;Online;4174692.15;102077;Supermercados y Pequeño Comercio
200501;Offline;99224.28;5802;Gaming
200501;Offline;4414.57;89;Peluquería y Barbería
200501;Online;5708.15;163;Combustible y Recarga
200501;Online;1337.00;14;Tabaco, Alcohol y Otros
200501;Offline;35707.32;252;Alojamiento
200501;Offline;1697294.45;93183;Supermercados y Pequeño Comercio
200501;Online;16944.23;299;Peluquería y Barbería
200501;Offline;349339.55;19762;Restaurantes y Cafeterías
200501;Online;263.96;16;Bar y Discotecas
200501;Online;82008.52;1376;Farmacias, Ópticas y Ortopedias
200501;Online;164137.52;2105;Bricolaje y Jardinería
200501;Offline;214829.46;10440;Farmacias, Ópticas y Ortopedias
200501;Offline;54632.92;1179;Bricolaje y Jardinería
200501;Offline;759.87;44;Bar y Discotecas
200502;Offline;35647.74;3512;Contenidos digitales y media
200502;Offline;46215.75;472;Mantenimiento y Reparaciones Auto
200502;Online;98220.09;6725;Gaming
200502;Offline;443792.96;10926;Bricolaje y Jardinería
200502;Online;34966.62;3403;Contenidos digitales y media
200502;Online;42625.21;456;Mantenimiento y Reparaciones Auto
200502;Online;51838.64;141;Alojamiento
200502;Online;242.18;13;Bar y Discotecas
200502;Offline;796245.76;30930;Combustible y Recarga
200502;Offline;23804264.74;643563;Supermercados y Pequeño Comercio
200502;Offline;26894.38;274;Alojamiento
200502;Offline;1164099.76;53327;Farmacias, Ópticas y Ortopedias
200502;Online;7514.53;231;Combustible y Recarga
200502;Offline;2028.84;74;Bar y Discotecas
200502;Offline;74205.34;4908;Gaming
200502;Online;1939717.36;42335;Supermercados y Pequeño Comercio
200502;Online;17722.59;282;Peluquería y Barbería
200502;Online;267317.63;2805;Bricolaje y Jardinería
200502;Offline;1103405.65;41978;Tabaco, Alcohol y Otros
200502;Online;82364.72;1387;Farmacias, Ópticas y Ortopedias
200502;Online;990.05;11;Tabaco, Alcohol y Otros
200502;Offline;16570.56;336;Peluquería y Barbería
200502;Online;71315.93;2649;Restaurantes y Cafeterías
200502;Offline;537059.45;31195;Restaurantes y Cafeterías
200503;Online;31272.76;3299;Contenidos digitales y media
200503;Offline;8066.44;66;Mantenimiento y Reparaciones Auto
200503;Online;68771.36;131;Alojamiento
200503;Online;73095.66;2721;Restaurantes y Cafeterías
200503;Offline;36148.91;3418;Contenidos digitales y media
200503;Online;46349.11;454;Mantenimiento y Reparaciones Auto
200503;Online;84368.31;6157;Gaming
200503;Offline;536733.09;28244;Restaurantes y Cafeterías
200503;Online;5268.62;173;Combustible y Recarga
200503;Offline;1874482.61;108980;Supermercados y Pequeño Comercio
200503;Offline;19172.98;223;Alojamiento
200503;Online;77674.16;1367;Farmacias, Ópticas y Ortopedias
200503;Offline;447849.18;20241;Combustible y Recarga
200503;Online;976.87;16;Tabaco, Alcohol y Otros
200503;Offline;67500.70;4298;Gaming
200503;Online;1916411.92;46968;Supermercados y Pequeño Comercio
200503;Offline;2121.90;77;Peluquería y Barbería
